director_id,director_experience,director_quality,director_total_votes
nm2069622,1,7.099999904632568,3005
nm0422962,1,6.900000095367432,11
nm10306335,1,6.0,15
nm10338758,1,4.5,38
nm3341554,1,6.400000095367432,958
nm4030489,1,8.0,12
nm0452714,1,7.800000190734863,65
nm5820555,1,7.699999809265137,52
nm1128860,1,5.900000095367432,287
nm9146823,1,7.5,6
nm2155732,1,9.199999809265137,6
nm0756612,1,6.199999809265137,19
nm4665158,1,4.300000190734863,180
nm10411890,1,6.300000190734863,46
nm2381548,1,6.800000190734863,27
nm2634011,1,7.300000190734863,485
nm1432883,1,6.699999809265137,12
nm3241399,1,4.699999809265137,27389
nm1630654,1,6.599999904632568,1929
nm6520976,1,8.699999809265137,78
nm7938146,1,5.599999904632568,17
nm0843640,1,6.300000190734863,440
nm7961313,1,9.100000381469727,24
nm5441632,1,4.0,21
nm10455288,1,4.800000190734863,1433
nm0804408,1,6.599999904632568,19434
nm5820886,1,5.599999904632568,75
nm8887016,1,5.0,158
nm8929055,1,5.300000190734863,530
nm3669541,1,5.0,91
nm0305368,1,5.5,1191
nm6340499,1,6.900000095367432,170
nm10498171,1,7.5,77
nm7308376,1,3.5999999046325684,263
nm1778060,3,5.333333333333333,86
nm6743460,1,6.800000190734863,316
nm2290618,2,6.849999904632568,4719
nm2538739,14,6.664285693849836,5207
nm1906390,1,9.399999618530273,8
nm10571896,1,6.099999904632568,97
nm3888869,1,6.400000095367432,195
nm1231248,1,3.4000000953674316,2378
nm0840485,1,6.900000095367432,557
nm0345174,4,6.700000047683716,243960
nm3730725,2,7.300000190734863,4353
nm3116681,1,6.400000095367432,149
nm8893891,1,8.399999618530273,38
nm7634825,1,4.800000190734863,423
nm3410783,8,6.8125,8306
nm4860790,1,4.699999809265137,55
nm1052162,2,6.049999952316284,26236
nm6416761,1,5.800000190734863,436
nm8012613,1,7.199999809265137,6946
nm2426355,1,7.199999809265137,6946
nm9690012,1,8.699999809265137,13
nm10650913,2,5.25,66
nm6415107,1,5.599999904632568,72
nm5683866,1,7.099999904632568,36
nm13568776,2,2.700000047683716,1422
nm2906361,1,4.699999809265137,2852
nm5904533,1,7.099999904632568,1103
nm5697173,1,7.5,13
nm13085473,1,3.5,967
nm0894173,2,5.549999952316284,4541
nm5732579,1,6.099999904632568,27410
nm0332740,1,5.400000095367432,46388
nm3205229,3,5.6333333651224775,6316
nm0712330,1,5.599999904632568,1205
nm2537631,1,5.800000190734863,6372
nm5939695,1,4.699999809265137,654
nm5474366,1,6.0,821
nm6471272,1,6.199999809265137,23
nm3611879,2,4.099999904632568,337
nm3147401,1,6.900000095367432,5893
nm1276348,1,6.400000095367432,2366
nm0422605,2,6.5,1786
nm2326407,1,6.0,3920
nm9310440,1,6.599999904632568,169
nm3563711,1,6.5,4143
nm0327466,1,6.099999904632568,165
nm2008867,1,7.699999809265137,355
nm3082355,1,7.0,67
nm6840460,11,3.790909073569558,8789
nm1165743,1,4.400000095367432,182
nm1043107,1,6.199999809265137,4361
nm4631435,1,4.699999809265137,48
nm0579690,1,6.199999809265137,1123
nm0156873,1,6.699999809265137,48
nm2342966,1,6.699999809265137,211
nm1195680,4,6.125,3642
nm0124834,9,4.68888881471422,2206
nm5492964,1,7.199999809265137,6
nm0654830,5,6.660000133514404,28965
nm0798517,2,5.799999952316284,268
nm3154064,1,6.199999809265137,6189
nm10764395,1,7.0,87
nm5667401,1,4.800000190734863,2200
nm5364367,1,7.599999904632568,68
nm10773839,1,3.299999952316284,101
nm3360412,5,5.119999933242798,2995
nm2761013,1,8.300000190734863,7
nm5857321,1,7.400000095367432,49
nm9066139,2,7.799999952316284,197
nm10289180,1,7.300000190734863,24
nm1753723,1,6.0,137
nm6769999,4,6.8500001430511475,60
nm7806053,5,6.179999923706054,218
nm9158285,1,8.399999618530273,7
nm2028533,1,5.699999809265137,5801
nm7737044,9,6.6999999152289496,1144
nm0480850,1,5.800000190734863,2035
nm10797987,1,8.300000190734863,129
nm1862032,7,6.257142884390695,4222
nm2079484,2,6.0,14868
nm6255948,1,9.399999618530273,5
nm1750787,1,3.299999952316284,13
nm2261081,1,6.0,23
nm2625196,1,7.800000190734863,80
nm4652014,1,6.400000095367432,873
nm2077225,1,8.5,251
nm1136120,1,6.400000095367432,632
nm0898063,2,5.700000047683716,439
nm9093355,3,5.833333333333333,206
nm4359321,2,7.049999952316284,1445
nm0218022,2,5.6499998569488525,2738
nm0383605,2,6.6499998569488525,968
nm5807078,1,3.799999952316284,160
nm8798133,1,7.199999809265137,29
nm0108733,1,7.400000095367432,13
nm9183671,1,5.5,702
nm0127263,2,6.700000047683716,134
nm1083519,1,8.899999618530273,76
nm2969694,1,6.900000095367432,7
nm8536512,1,7.5,16
nm1155314,3,5.3666666348775225,1108
nm2076099,2,7.900000095367432,65674
nm8894537,4,4.725000023841858,76
nm4735128,1,9.399999618530273,10
nm0527453,1,5.099999904632568,4960
nm9917918,1,3.0999999046325684,64
nm5224796,6,7.333333333333333,735
nm4201695,1,7.800000190734863,10
nm2845805,1,4.199999809265137,75
nm0859877,2,6.650000095367432,6073
nm1827689,2,5.400000095367432,1856
nm0773879,1,6.800000190734863,7
nm10933578,1,6.900000095367432,93
nm6797975,2,3.5999999046325684,817
nm6725254,2,5.400000095367432,4834
nm10955790,1,8.100000381469727,512
nm9042930,1,7.400000095367432,8
nm1458108,1,5.300000190734863,330
nm2418989,1,6.699999809265137,48
nm5132510,2,4.75,502
nm5420580,1,7.099999904632568,73
nm4732870,3,5.0333333015441895,91
nm1564544,2,6.549999952316284,2577
nm5827544,1,7.699999809265137,56
nm0786002,1,3.299999952316284,135
nm3992875,1,5.0,1032
nm0368614,1,6.300000190734863,9122
nm0059698,3,6.666666825612386,125
nm0682251,2,5.150000095367432,808
nm3785643,1,7.5,33
nm2678073,3,5.666666666666667,683
nm0120987,3,4.933333317438762,437
nm8570061,1,6.099999904632568,177
nm0452021,1,7.300000190734863,7
nm4946618,1,4.599999904632568,705
nm2615851,1,6.199999809265137,12
nm5420461,1,7.0,14
nm0897009,2,5.900000095367432,4922
nm1635619,1,8.899999618530273,25
nm4148225,1,7.099999904632568,13
nm0629334,3,5.399999936421712,119063
nm0390822,1,4.900000095367432,1103
nm7306275,1,4.300000190734863,356
nm0236729,1,6.0,1255
nm1018493,1,6.099999904632568,52232
nm5816620,1,5.5,22
nm1237416,1,4.0,101153
nm8486368,5,5.9,172
nm1644471,1,8.199999809265137,13
nm4136807,1,5.5,5131
nm1940450,2,8.399999856948853,65
nm2072440,1,5.5,541
nm0073384,1,6.699999809265137,974
nm2563700,5,4.480000019073486,228
nm7185575,1,4.800000190734863,13
nm5139879,1,7.699999809265137,21
nm1131575,1,5.900000095367432,51
nm9097530,2,6.799999952316284,219
nm11060453,1,8.600000381469727,30
nm3526993,2,6.1499998569488525,33444
nm11066201,1,9.300000190734863,52
nm4703156,1,3.5,127
nm0902290,1,6.0,222
nm6653843,2,6.200000047683716,195
nm5649292,1,4.0,148
nm0001726,1,5.900000095367432,40
nm14404242,1,4.800000190734863,1194
nm3141804,2,6.150000095367432,3836
nm4186854,1,7.199999809265137,3275
nm5548130,1,4.300000190734863,4918
nm11100127,1,6.199999809265137,928
nm0000247,2,5.5,38382
nm5109822,2,7.200000047683716,399
nm0081597,2,6.5,931
nm9009389,1,4.400000095367432,315
nm3431239,2,5.299999952316284,1334
nm3338943,1,3.5999999046325684,71
nm3204205,2,7.550000190734863,2344
nm1680884,1,4.400000095367432,2175
nm0010871,1,5.300000190734863,493
nm2719579,1,7.5,54
nm3522076,1,5.800000190734863,2431
nm0517665,2,8.200000047683716,47
nm0664667,2,6.799999952316284,17288
nm0474398,1,5.300000190734863,1678
nm11141216,2,6.450000047683716,1927
nm4295244,1,6.099999904632568,332
nm2191144,1,5.699999809265137,270
nm7912842,1,8.0,5
nm1672051,1,6.400000095367432,2366
nm2436004,4,5.025000095367432,434
nm7044652,4,3.125,256
nm9949256,5,5.100000047683716,105
nm4697969,2,6.650000095367432,2852
nm2819123,1,8.0,11634
nm3489824,1,4.699999809265137,499
nm4305663,1,8.300000190734863,69
nm1671956,1,6.800000190734863,62
nm14662541,1,4.699999809265137,28
nm4670449,1,8.0,22
nm0535984,5,7.359999942779541,1905
nm6499856,1,3.700000047683716,198
nm1738245,1,5.099999904632568,31
nm0275250,2,6.349999904632568,3248
nm6216421,3,8.566666603088379,72
nm8849637,2,5.3500001430511475,2349
nm0320387,1,6.800000190734863,10
nm3150169,1,4.400000095367432,186
nm1804461,1,7.0,1053
nm0225035,2,7.25,952
nm8732346,2,7.050000190734863,256
nm6016411,2,7.200000047683716,4261
nm11182346,1,6.400000095367432,22
nm0209330,1,8.399999618530273,108
nm6460760,1,6.900000095367432,167
nm3700751,1,6.0,40
nm0750913,2,6.5,49
nm2146368,1,4.599999904632568,2272
nm5208720,1,7.300000190734863,9
nm6828035,1,5.800000190734863,1781
nm2449509,1,6.099999904632568,1383
nm5673990,1,4.199999809265137,2834
nm11207999,1,9.199999809265137,16
nm0710272,1,6.300000190734863,29102
nm1793125,3,6.5,491
nm5874825,4,7.450000047683716,317
nm0788488,1,7.300000190734863,7
nm11215483,1,6.800000190734863,513
nm11218437,1,8.199999809265137,16
nm6466474,5,5.3199999809265135,1573
nm10466813,5,6.880000019073487,36476
nm11225997,3,6.400000095367432,153
nm6723513,2,7.050000190734863,33
nm1519253,2,4.950000047683716,814
nm4899218,9,3.8222222328186035,7214
nm6745969,3,3.800000031789144,265
nm0274842,7,4.399999959128244,2360
nm1847739,1,5.800000190734863,301
nm0426059,1,7.099999904632568,475456
nm1763467,2,4.299999952316284,853
nm10153104,1,7.0,98
nm6328181,1,5.5,112
nm4967820,1,7.400000095367432,113
nm3163794,3,7.300000031789144,35157
nm1827821,1,4.199999809265137,441
nm0670480,1,4.0,54
nm0633925,1,6.599999904632568,17
nm1050098,2,6.200000047683716,1914
nm0678857,2,6.849999904632568,19866
nm0170888,1,6.900000095367432,31
nm4154862,2,4.799999952316284,705
nm1386169,1,5.300000190734863,474
nm3844044,2,5.900000095367432,2466
nm0440604,4,5.450000047683716,28570
nm4502623,1,3.5999999046325684,58
nm9102749,1,4.900000095367432,84
nm2079905,1,7.199999809265137,361
nm6885026,1,6.900000095367432,19284
nm2348076,1,4.699999809265137,800
nm5159735,1,6.400000095367432,913
nm2776073,1,6.300000190734863,8
nm6242822,1,7.699999809265137,16
nm8016160,1,7.0,20
nm4733676,4,7.6250001192092896,2146
nm1339474,1,3.4000000953674316,349
nm3338335,1,7.0,54
nm8517067,4,8.350000023841858,343
nm4243395,4,6.149999976158142,240
nm1794344,8,4.762500017881393,691
nm0617305,1,5.900000095367432,323
nm1496066,1,8.199999809265137,17
nm4740006,3,4.933333237965901,216
nm7698601,11,6.199999939311635,5827
nm2021063,2,7.150000095367432,495
nm6013957,1,8.699999809265137,42
nm5410397,1,3.5999999046325684,350
nm7428894,2,4.75,645
nm10703358,3,5.366666714350383,174
nm1295128,1,5.699999809265137,23
nm11357220,1,5.800000190734863,134
nm10863902,1,8.100000381469727,16
nm2383584,1,5.5,10
nm2822164,1,7.199999809265137,6
nm4494242,1,3.200000047683716,99
nm1732298,1,6.099999904632568,2198
nm4755304,1,5.699999809265137,40
nm6579202,1,5.400000095367432,214
nm1435762,7,5.928571428571429,3809
nm2163571,1,5.400000095367432,31
nm0034531,4,7.649999976158142,6327
nm11376171,1,6.599999904632568,572
nm5474785,1,2.700000047683716,193
nm3151107,2,5.150000095367432,876
nm1326535,5,5.219999885559082,5834
nm2947835,1,7.199999809265137,29
nm1976416,3,7.766666571299235,520
nm3067850,1,7.599999904632568,15
nm1252622,1,4.900000095367432,426
nm9406188,1,7.199999809265137,46
nm0009463,1,6.300000190734863,1278
nm8642261,1,3.4000000953674316,2576
nm1109731,4,7.449999928474426,2231
nm0083509,1,7.800000190734863,81
nm13693677,1,8.399999618530273,99
nm6548809,2,7.150000095367432,226
nm6781502,1,7.699999809265137,88
nm10717958,3,6.933333396911621,78
nm6463413,1,6.199999809265137,35
nm11406411,1,7.5,21
nm13910420,2,6.049999952316284,6711
nm1979899,1,5.199999809265137,622
nm6604870,1,6.800000190734863,31
nm8607495,2,6.25,17
nm4380001,1,6.699999809265137,1232
nm5510273,2,6.049999952316284,256
nm7767925,2,6.299999952316284,177
nm1095504,2,6.3500001430511475,5615
nm15509755,1,7.5,29
nm4522720,1,6.300000190734863,220
nm2404627,2,6.5,2460
nm11422483,1,8.199999809265137,19
nm11423948,1,8.0,56
nm8083212,1,9.0,97
nm8343989,1,3.4000000953674316,150
nm1560896,4,5.725000023841858,16333
nm3845428,1,5.800000190734863,15
nm11438317,1,8.199999809265137,15
nm1891455,1,7.400000095367432,11
nm1936701,2,7.3500001430511475,51
nm1615954,1,7.800000190734863,64
nm0811725,6,4.9666666984558105,697
nm10498041,1,7.800000190734863,20
nm2036859,1,4.900000095367432,28
nm6166738,3,6.699999809265137,193
nm0239498,2,6.349999904632568,1809
nm3300838,1,8.699999809265137,12
nm2816541,1,6.199999809265137,58
nm8622262,3,8.433333396911621,30
nm3012073,1,6.800000190734863,200
nm2554839,1,4.300000190734863,448
nm5305615,1,4.800000190734863,57
nm6120339,1,9.600000381469727,752
nm0809371,1,6.900000095367432,2062
nm10501856,1,4.199999809265137,70
nm0739210,1,5.599999904632568,323
nm1389514,1,8.0,8
nm2263683,11,5.4454544891010634,4123
nm0441923,1,8.199999809265137,9
nm3728686,1,7.0,34
nm1126346,2,4.049999952316284,4363
nm11071228,3,6.700000127156575,54
nm0199537,1,7.599999904632568,28
nm1184108,2,5.6000001430511475,86
nm0882747,1,6.0,98
nm12149086,1,8.300000190734863,46
nm8750815,1,6.699999809265137,228
nm10021724,9,5.599999957614475,1706
nm8359348,1,5.0,27
nm0502932,2,4.5,27
nm4510992,1,6.699999809265137,67
nm2559996,1,4.099999904632568,8101
nm2416168,1,7.599999904632568,14
nm0353692,1,7.5,50
nm7278477,3,7.8666666348775225,25
nm3483178,4,3.225000023841858,3416
nm3994643,1,4.699999809265137,8
nm11557967,1,4.300000190734863,99
nm1540978,2,5.650000095367432,181
nm3795124,2,8.050000190734863,118
nm7010175,1,8.199999809265137,96
nm0094435,1,6.800000190734863,112405
nm9631752,3,6.900000095367432,5331
nm7882840,2,6.6499998569488525,457
nm7118075,1,7.099999904632568,12
nm4960976,1,5.800000190734863,233
nm5390018,1,5.400000095367432,9
nm0744794,1,4.800000190734863,353
nm0542943,1,6.0,99
nm7826918,1,3.9000000953674316,159
nm1892235,1,6.900000095367432,22
nm0850173,2,4.950000047683716,6284
nm6277212,2,6.949999809265137,236
nm3051443,1,5.199999809265137,191
nm3286215,1,4.300000190734863,34
nm5547881,2,5.700000047683716,36938
nm11662376,1,7.800000190734863,44
nm11597821,1,7.300000190734863,8
nm7131331,1,6.800000190734863,47
nm2074778,1,4.300000190734863,68
nm1149898,11,3.563636367971247,577
nm11621660,3,3.599999984105428,82
nm11548215,1,5.5,11
nm0805215,1,7.099999904632568,170
nm0097077,2,6.5,7673
nm1632998,1,7.0,167
nm4317824,2,6.8999998569488525,15745
nm3176690,1,6.900000095367432,1243
nm11631871,1,6.300000190734863,89
nm0019860,1,3.799999952316284,1211
nm3663323,3,6.200000127156575,945
nm1229323,1,5.400000095367432,7099
nm3603984,1,6.400000095367432,47
nm0306457,1,8.800000190734863,33
nm3464122,1,6.800000190734863,2877
nm0321337,1,6.5,113
nm7926155,4,4.425000011920929,2163
nm1455058,1,3.5,14
nm2799828,1,8.300000190734863,18
nm3310756,2,5.149999976158142,19166
nm7679634,1,7.199999809265137,11
nm11659333,1,8.699999809265137,10
nm0188899,1,8.0,32
nm11662522,1,5.300000190734863,10
nm11663016,1,8.399999618530273,11
nm1825288,1,6.199999809265137,71
nm7871959,1,7.5,9
nm0758922,1,6.900000095367432,186
nm0816648,1,7.300000190734863,20
nm1805444,1,7.199999809265137,20421
nm2603913,1,3.5,221
nm11693573,5,4.320000028610229,417
nm1580693,1,7.599999904632568,6
nm7285492,3,7.099999984105428,257
nm0950426,4,5.800000071525574,1140
nm2640138,2,6.0,1113
nm4043796,3,7.366666475931804,62
nm2670218,1,6.800000190734863,304
nm1537157,2,6.3999998569488525,3560
nm13503783,4,8.400000095367432,255
nm7293445,2,4.100000023841858,69
nm4354459,1,4.699999809265137,360
nm0170891,1,9.5,67
nm2402050,5,4.880000019073487,2585
nm6554433,1,7.900000095367432,19
nm0239001,3,6.4666666984558105,1932
nm2263643,1,6.400000095367432,58
nm1482207,1,6.5,1269
nm4437035,1,3.200000047683716,65
nm5505947,2,6.150000095367432,7406
nm11748519,1,8.5,85
nm10175593,1,7.800000190734863,13
nm11753049,2,6.050000190734863,3673
nm6518715,2,6.299999952316284,4061
nm7346527,1,6.300000190734863,7
nm6455458,1,7.599999904632568,7
nm1992656,1,6.599999904632568,43
nm4919734,2,5.400000095367432,72
nm7083746,1,7.900000095367432,16
nm0156828,4,7.325000166893005,7674
nm10098741,1,7.699999809265137,84
nm5093473,1,7.400000095367432,13
nm2687507,4,7.375,332
nm0761415,3,6.100000063578288,4073
nm11774309,1,9.0,83
nm12136211,1,8.699999809265137,8
nm1797652,1,6.199999809265137,400
nm1045685,1,5.900000095367432,489
nm9366140,1,5.5,92
nm0005389,6,5.533333381017049,500
nm0248119,1,7.300000190734863,35
nm1716636,2,6.450000047683716,20624
nm11780255,1,2.5,15
nm0311488,1,5.699999809265137,787
nm0808863,3,6.733333428700765,45
nm11232953,1,3.9000000953674316,20
nm0187498,2,7.049999952316284,88
nm7548596,4,8.549999833106995,387
nm0954677,1,6.099999904632568,14
nm3644812,1,6.5,30040
nm11792500,1,8.100000381469727,27
nm0319624,1,5.900000095367432,1400
nm11807599,1,6.800000190734863,13
nm1500530,1,6.699999809265137,1581
nm3468426,2,4.6000001430511475,271
nm10767487,1,2.5999999046325684,164
nm11805903,1,8.399999618530273,67
nm2043863,4,2.899999976158142,1191
nm3179108,1,5.300000190734863,49
nm0872564,1,2.5,252
nm1312783,1,5.300000190734863,6147
nm2176988,1,6.800000190734863,8
nm7713357,1,6.900000095367432,92
nm11831538,2,7.549999952316284,160
nm11835910,1,7.900000095367432,7
nm4423307,2,6.799999952316284,778
nm7816577,1,7.0,10
nm2213461,1,5.199999809265137,129
nm7051486,1,7.400000095367432,62
nm1059173,2,7.800000190734863,920
nm0607751,1,6.400000095367432,73
nm4832042,2,4.5,530
nm1597579,1,7.099999904632568,89
nm7687628,2,7.450000047683716,444
nm1996233,1,6.400000095367432,101
nm3127972,3,4.366666714350383,189
nm3633685,1,5.300000190734863,40
nm4385028,2,4.049999952316284,61
nm2244014,1,3.4000000953674316,130
nm1292648,4,6.850000023841858,7273
nm1487595,1,5.0,10
nm2174264,1,7.0,43
nm1694747,1,6.5,12
nm1145617,1,3.9000000953674316,206
nm8631915,2,6.1499998569488525,14565
nm2536866,1,6.099999904632568,95
nm6213247,1,5.900000095367432,1466
nm2282638,1,8.600000381469727,45
nm0837576,2,6.200000047683716,8224
nm7560622,1,5.400000095367432,529
nm0484460,1,4.300000190734863,301
nm2617662,2,4.200000047683716,309
nm7787211,1,2.5999999046325684,212
nm3464907,1,5.300000190734863,299
nm1664028,1,5.400000095367432,72
nm9104012,1,5.900000095367432,131
nm3726267,1,8.5,50
nm3520922,1,6.0,37
nm11899117,1,8.5,297
nm11899118,1,8.5,297
nm11900537,1,6.400000095367432,26
nm3302157,1,5.400000095367432,1480
nm11903348,1,8.199999809265137,14
nm2113474,1,5.300000190734863,8261
nm1331050,2,7.299999952316284,781
nm11904331,1,7.5,14
nm1066313,1,4.199999809265137,244
nm0851752,1,6.300000190734863,664
nm10082892,1,3.5999999046325684,73
nm1592239,2,6.549999952316284,2195
nm1324505,1,6.599999904632568,12
nm8015321,2,8.100000381469727,43
nm6703795,1,7.800000190734863,39
nm0169253,4,7.524999976158142,4395
nm2051768,1,6.599999904632568,123
nm0381527,1,7.5,86
nm0303032,3,4.333333333333333,27280
nm11921289,1,8.5,37
nm0393322,2,7.25,138
nm9199525,1,7.300000190734863,14
nm6174517,1,5.400000095367432,382
nm1962065,1,7.0,187
nm4256980,1,6.0,30
nm10912071,2,7.0,90
nm0180084,1,7.800000190734863,65
nm11928190,1,2.799999952316284,11
nm6665753,1,7.0,255
nm6388229,1,6.5,331
nm10864039,1,6.199999809265137,40
nm1503575,1,6.599999904632568,65267
nm6835185,1,6.400000095367432,63
nm5366442,6,6.999999920527141,2721
nm6019081,1,1.7000000476837158,137
nm1923369,1,6.400000095367432,2521
nm3711394,1,7.5,28
nm3506441,1,5.300000190734863,1855
nm3591033,5,4.440000104904175,2337
nm2393864,1,7.099999904632568,14
nm1618171,1,4.900000095367432,144
nm8249884,3,7.3666666348775225,65
nm5288609,1,6.800000190734863,14
nm3553836,1,8.0,5
nm1166291,1,7.300000190734863,15
nm4208006,1,6.800000190734863,127
nm3430008,1,6.400000095367432,25
nm0421259,1,7.199999809265137,678
nm11855913,1,4.699999809265137,15
nm4953077,1,6.800000190734863,21
nm11966453,1,8.199999809265137,1699
nm11740328,2,3.75,172
nm4396982,3,5.5333333015441895,113
nm0416537,1,6.800000190734863,318
nm11972599,2,5.200000047683716,2690
nm11973985,1,5.400000095367432,58
nm4980888,2,4.449999928474426,148
nm0710828,1,8.699999809265137,11
nm6299986,1,7.800000190734863,25
nm0026442,2,5.799999952316284,13142
nm12158530,1,8.399999618530273,79
nm0950986,2,7.700000047683716,68
nm3233795,1,7.599999904632568,26
nm1622441,1,7.099999904632568,266
nm11987551,1,3.299999952316284,10
nm0217691,1,4.699999809265137,870
nm5112250,1,6.300000190734863,3039
nm8289113,1,7.400000095367432,20
nm2283694,1,7.300000190734863,52
nm6236953,3,6.766666571299235,959
nm10288752,1,8.199999809265137,10
nm4442594,1,5.699999809265137,637
nm1456170,1,3.5,1269
nm7453032,1,7.400000095367432,7
nm0536609,2,5.450000047683716,6508
nm1499270,2,7.750000238418579,46
nm6803661,2,4.900000095367432,544
nm3478746,2,4.399999976158142,38
nm4350885,1,7.5,13
nm12006853,1,5.400000095367432,74
nm6888028,2,5.900000095367432,125
nm0865512,1,7.300000190734863,56
nm12013194,1,5.900000095367432,11
nm11190790,3,2.7666666507720947,59
nm0815044,1,6.5,1067
nm4286026,1,5.099999904632568,23
nm11938587,2,7.900000095367432,100
nm7494745,1,9.0,7
nm8041290,1,6.400000095367432,18
nm5615278,1,8.300000190734863,11
nm1840844,1,5.199999809265137,1916
nm3703461,1,5.800000190734863,6
nm5084510,1,6.599999904632568,193
nm12031220,1,5.599999904632568,27
nm8132747,1,7.099999904632568,10
nm6314174,2,4.950000047683716,343
nm0196860,2,6.450000047683716,1714
nm12782034,1,1.5,327
nm10471684,2,6.1499998569488525,18
nm12036030,1,9.300000190734863,12
nm8242051,1,7.599999904632568,14
nm10406188,2,8.199999809265137,24
nm2974558,1,7.900000095367432,15
nm5368014,2,6.700000047683716,24
nm4746149,2,5.299999952316284,17
nm4400185,1,6.699999809265137,6
nm12048736,1,6.300000190734863,1157
nm9103100,1,8.199999809265137,2688
nm12055468,1,8.800000190734863,23
nm7069070,1,8.399999618530273,15
nm1553346,1,7.699999809265137,23
nm3817354,2,6.949999809265137,771
nm2957397,1,6.199999809265137,377
nm7677118,1,6.5,17
nm9335205,1,7.400000095367432,45
nm4077793,1,7.699999809265137,155
nm3176993,2,6.849999904632568,36
nm4492385,2,4.75,116
nm10669166,1,6.400000095367432,10
nm0355192,1,4.199999809265137,912
nm4105891,1,4.900000095367432,27
nm2106742,1,6.199999809265137,125
nm2975495,1,7.800000190734863,37
nm11170185,1,7.900000095367432,16
nm2041689,5,5.319999933242798,538
nm0889709,1,4.800000190734863,9
nm0012541,2,6.5,7071
nm2779187,1,6.400000095367432,26
nm2023515,1,8.0,41
nm6883334,1,5.599999904632568,17
nm5596313,1,7.0,189
nm1386323,1,7.400000095367432,13
nm12087941,1,8.800000190734863,30
nm4560322,1,8.899999618530273,19
nm9941057,2,8.049999952316284,25
nm12094435,1,7.800000190734863,9
nm12098815,1,6.199999809265137,8
nm0135724,1,6.300000190734863,68
nm1416625,1,4.800000190734863,5
nm7145852,4,6.049999952316284,228
nm8557687,1,6.800000190734863,5
nm1031995,1,8.399999618530273,5
nm1028832,1,5.900000095367432,3887
nm5367447,2,7.450000047683716,304
nm2799564,1,6.900000095367432,27
nm2371539,6,6.733333428700765,1672
nm0470629,1,6.0,148
nm14836727,1,8.100000381469727,156
nm2243359,4,7.350000023841858,631
nm3554643,1,7.199999809265137,1451
nm5203832,1,7.800000190734863,43
nm16605311,1,6.400000095367432,261
nm5859920,1,7.400000095367432,502
nm12129645,1,9.399999618530273,8
nm12129646,1,9.399999618530273,8
nm1033043,1,4.099999904632568,16
nm0151827,1,5.0,133
nm4975337,1,5.5,2338
nm12133815,1,9.100000381469727,86
nm3680682,1,4.900000095367432,20
nm8626981,1,8.399999618530273,15
nm9536607,1,5.599999904632568,25
nm3338328,1,7.199999809265137,118
nm0542499,1,6.199999809265137,107
nm7652064,1,6.199999809265137,437
nm12136824,2,5.200000047683716,286
nm8723905,22,6.490909039974213,1341
nm9783032,1,7.599999904632568,5
nm11426241,2,8.049999952316284,33
nm1600828,1,7.699999809265137,462
nm6166094,1,6.900000095367432,2653
nm1419055,2,5.75,7377
nm2443714,1,7.099999904632568,425
nm5860196,1,7.099999904632568,385
nm1845523,1,5.400000095367432,235
nm1815188,4,5.199999988079071,6278
nm16372159,1,6.300000190734863,15
nm0837550,1,5.800000190734863,12
nm7792571,1,5.599999904632568,16
nm1616165,1,3.5,128
nm8070354,1,6.5,147
nm10803649,4,6.400000095367432,46
nm2675396,2,6.049999952316284,17
nm6648661,2,6.799999952316284,2426
nm9121930,1,6.300000190734863,8
nm0220720,1,5.5,5082
nm5577200,1,6.099999904632568,79
nm4950598,1,8.5,6
nm10167693,1,3.700000047683716,16
nm8031833,1,8.699999809265137,92
nm4004090,5,4.360000038146973,480
nm0613924,3,4.733333269755046,132
nm5763931,1,7.300000190734863,3943
nm6875639,1,6.800000190734863,11935
nm15373690,1,6.0,288
nm0004071,1,4.900000095367432,175
nm2190680,3,6.199999968210856,196
nm1760867,1,3.4000000953674316,308
nm6598701,2,7.1000001430511475,248
nm5060067,1,7.099999904632568,41
nm0200702,2,6.0,9470
nm3638923,1,8.199999809265137,232
nm12230977,1,9.800000190734863,6
nm0309697,1,6.199999809265137,167
nm5121300,1,5.800000190734863,914
nm0959108,6,4.683333237965901,7620
nm4375456,1,6.699999809265137,40
nm3986411,1,6.099999904632568,647
nm3629315,1,6.099999904632568,6136
nm3745186,1,7.099999904632568,1080
nm2036105,2,5.400000095367432,225
nm12252086,1,5.800000190734863,70
nm1099396,1,5.5,284
nm7408736,1,6.199999809265137,8
nm4012194,2,7.400000095367432,65
nm4390510,1,6.599999904632568,37
nm9475226,1,6.400000095367432,18
nm4462605,2,6.150000095367432,9396
nm4461870,2,6.150000095367432,9396
nm6608714,1,5.900000095367432,90
nm2153008,2,4.5,4029
nm4972232,1,3.4000000953674316,1116
nm9688165,1,5.300000190734863,41
nm1120881,1,6.199999809265137,107
nm2369662,5,6.180000114440918,370
nm5809588,1,7.699999809265137,12
nm6577382,1,7.400000095367432,5
nm12287823,2,3.6999999284744263,178
nm3560390,1,3.0,164
nm9300775,1,7.900000095367432,10
nm11251382,1,5.699999809265137,6
nm1792604,2,4.549999952316284,658
nm12296015,1,8.199999809265137,11
nm9031186,1,6.699999809265137,10
nm9065840,1,6.900000095367432,373
nm12299259,1,8.600000381469727,17
nm1327560,1,5.800000190734863,396
nm7865570,1,4.800000190734863,209
nm0409007,1,6.900000095367432,719
nm1432654,1,4.800000190734863,95
nm1067865,2,7.799999952316284,10
