actor_name,facebook_likes,actor_id
Bai Ling,582.0,nm0000499
Larenz Tate,582.0,nm0005478
Rae Dawn Chong,581.0,nm0001044
Kevin Dunn,581.0,nm5166287
Rick Hoffman,581.0,nm7080493
Johanna Braddy,581.0,nm1715189
Yaphet Kotto,581.0,nm0001433
Kuno Becker,580.0,nm0065493
Martin Henderson,580.0,nm1546896
Riccardo Scamarcio,580.0,nm1249052
Gary Farmer,580.0,nm8789112
Vinessa Shaw,580.0,nm0005416
Imelda Staunton,579.0,nm0001767
Dilshad Vadsaria,579.0,nm2115111
Freddy Rodríguez,579.0,nm8751244
Kristy Swanson,579.0,nm0001785
Philip Winchester,579.0,nm0934618
Jacinda Barrett,579.0,nm0057150
Rachel Griffiths,578.0,nm14543317
Vic Mignogna,578.0,nm0586003
Olesya Rulin,578.0,nm0750037
Jenifer Lewis,578.0,nm15823485
Joaquim de Almeida,578.0,nm0021835
Elden Henson,577.0,nm0711805
Darren McGavin,577.0,nm0569000
Daniel von Bargen,577.0,nm0901926
Anthony LaPaglia,577.0,nm0001439
Stephen Dillane,577.0,nm0226820
David Masterson,577.0,nm6138596
Peter Krause,576.0,nm6328273
Kevin Dillon,576.0,nm8048463
Maggie Cheung,576.0,nm8637768
David Lyons,576.0,nm9197470
Franco Nero,576.0,nm0626259
Roxanne McKee,576.0,nm16662546
Eva LaRue,576.0,nm0130191
Danny Arroyo,575.0,nm0037423
Frances O'Connor,575.0,nm7504145
Lloyd Bridges,575.0,nm0000978
Slim Pickens,575.0,nm2569638
Anthony Reynolds,575.0,nm5420056
Amanda Wyss,574.0,nm0944143
Kevin Pollak,574.0,nm6243210
Seth Gabel,574.0,nm0181787
Robin Lord Taylor,574.0,nm2088699
Lars Mikkelsen,573.0,nm0586564
Portia de Rossi,573.0,nm0005577
Rodney Dangerfield,573.0,nm0001098
Kathryn Morris,573.0,nm4218513
Levon Helm,572.0,nm0375629
Matt Berry,572.0,nm4000950
Jessica Walter,572.0,nm7263124
Isabelle Adjani,572.0,nm0000254
Frank Dillane,571.0,nm0226817
James Gunn,571.0,nm8863792
Paul Eenhoorn,571.0,nm1435269
Cjon Saulsberry,571.0,nm6303353
Maria Conchita Alonso,571.0,nm0000744
Glen Powell,571.0,nm9197811
Chris Elliott,571.0,nm8815884
Jodi Benson,570.0,nm0072533
Leo Howard,570.0,nm1795989
Dave Legeno,570.0,nm11647881
Dove Cameron,570.0,nm4874651
Megan Park,569.0,nm9176885
Emmanuelle Béart,569.0,nm0000322
Rachael Harris,569.0,nm9879586
Mike Colter,569.0,nm1591496
Keri Maletto,569.0,nm3499448
Usher Raymond,569.0,
Miranda Otto,568.0,nm0001584
Debra Winger,568.0,nm0000700
Erick Avari,567.0,nm0042805
David Margulies,567.0,nm2732811
Nia Vardalos,567.0,nm0889522
Christina Cox,567.0,nm8638310
Mark Gatiss,567.0,nm0309693
Richard Coyle,567.0,nm6067819
Ted Cassidy,566.0,nm0144252
Sami Gayle,566.0,nm3774109
Angel Coulby,566.0,nm1076294
Alex Borstein,566.0,nm0097504
Tom Hughes,565.0,nm5499031
Jon Seda,565.0,nm0781218
Arjun Rampal,564.0,nm0992000
Andrew Lawrence,563.0,nm5476567
Helen McCrory,563.0,nm0567031
Mia Farrow,563.0,nm16115025
Jay Mohr,563.0,nm0001542
David Keith,563.0,nm8825636
Marco Treviño,562.0,nm14934384
Allison Tolman,562.0,nm2798112
Abraham Benrubi,562.0,nm0072344
Dan Fogler,562.0,nm0283945
Eddie Vedder,562.0,nm0891641
RZA,561.0,nm0753526
Michael Palin,561.0,nm0001589
Stephen Baldwin,561.0,nm6233831
Izabella Miko,560.0,nm0005232
Matt Ryan,560.0,nm9229659
Gilbert Gottfried,560.0,nm0331906
Daniel Cudmore,560.0,nm1214436
Wanda Sykes,560.0,nm0843100
Indiana Evans,560.0,nm1505375
AJ Michalka,560.0,nm1404488
Delphine Chanéac,559.0,nm0152035
Courtney Gains,559.0,nm0301381
Bob Balaban,559.0,nm0000837
Aldis Hodge,559.0,nm0388038
Robert Shaw,559.0,nm6102294
Tim Matheson,559.0,nm8506659
Brad James,559.0,nm9377442
Cara Delevingne,559.0,nm5353321
Soleil Moon Frye,558.0,nm0004941
D.B. Sweeney,558.0,nm0000665
Eartha Kitt,558.0,nm0457755
Willow Smith,558.0,nm15107914
Ewen Bremner,557.0,nm2999256
Fran Kranz,557.0,nm0469823
Daniella Alonso,557.0,nm0022161
Khandi Alexander,556.0,nm0018554
Shirley Jones,556.0,nm5003362
Bingbing Fan,556.0,nm1549063
Adrian Pasdar,555.0,nm0664499
J.B. Smoove,555.0,nm1356578
Lochlyn Munro,555.0,nm0613147
Tom Hollander,555.0,nm0390903
Richard E. Grant,554.0,nm6799518
Dirk Benedict,554.0,nm0070767
Nicholas Simmons,553.0,nm8108603
Donna Murphy,553.0,nm8840089
Lee Norris,553.0,nm8356661
Elizabeth McGovern,553.0,nm6824892
Alexia Fast,553.0,nm2145177
Tim Meadows,553.0,nm12488967
Kathleen Quinlan,552.0,nm16074148
Kiernan Shipka,552.0,nm2215143
Donald Watkins,552.0,nm11588417
Justin Chon,552.0,nm9565305
Ellen Barkin,552.0,nm0000289
Paul Schneider,552.0,nm5630894
Beau Bridges,552.0,nm0000977
Madhuri Dixit,551.0,nm0002043
Alicia Keys,551.0,nm1006024
Jake Weber,551.0,nm9092001
Brad Renfro,551.0,nm0000605
Gary Daniels,551.0,nm4489767
Richard Burgi,550.0,nm0121404
Jack Palance,549.0,nm0001588
Jennifer Hudson,549.0,nm9718266
Laurie Metcalf,549.0,nm0582418
Ophelia Lovibond,549.0,nm1166041
Richard Thomas,549.0,nm6049038
Peter Coyote,548.0,nm0001075
Kris Marshall,548.0,nm0550994
Niall Horan,547.0,nm4100053
Kaitlin Olson,547.0,nm0647698
Ann Morgan Guilbert,547.0,nm0346893
Geoffrey Holder,547.0,nm0390305
Luis E. Carazo,546.0,
Candice Bergen,545.0,nm11195970
Gena Rowlands,545.0,nm0001687
Bridgette Wilson-Sampras,545.0,nm0933098
Jared Gilman,545.0,nm4442068
Olga Fonda,544.0,nm2044686
Caroline Dhavernas,544.0,nm0223518
Rachel Hendrix,544.0,nm9216352
Mark Chinnery,544.0,nm3194537
Ken Marino,543.0,nm0547800
Salli Richardson-Whitfield,543.0,nm0724757
Mick Jagger,543.0,nm0001396
Derek Luke,543.0,nm1035682
Bill Fagerbakke,542.0,nm0265067
Hayley Kiyoko,542.0,nm3072243
Michael Winslow,542.0,nm9583401
Robert Vaughn,542.0,nm8969851
Lena Olin,541.0,nm0000565
Cheryl Hines,541.0,nm0385644
Reginald VelJohnson,541.0,nm0001817
James Callis,541.0,nm0130536
Spencer Treat Clark,541.0,nm0004829
François Cluzet,541.0,nm0167388
Billy Blair,541.0,nm6834156
Colm Feore,539.0,nm0272173
Roger Lloyd Pack,539.0,nm0516181
Jonah Bobo,539.0,nm1501050
S. Epatha Merkerson,539.0,nm0580924
Bruce Green,538.0,nm5628828
Ed Quinn,538.0,nm9506243
Najarra Townsend,538.0,nm1680142
Rosemarie DeWitt,537.0,nm1679669
Sean Huze,537.0,nm1011341
Will Patton,537.0,nm8207623
Joseph Mawle,537.0,nm1152798
Melanie Griffith,537.0,nm7612463
Billy Brown,536.0,nm5417290
Cybill Shepherd,536.0,nm0001732
Michael Gross,536.0,nm6113478
Maria Grazia Cucinotta,536.0,nm0002029
Mark Rylance,535.0,nm0753314
Mario Van Peebles,535.0,nm0005522
Judd Hirsch,535.0,nm0002139
Chris Mulkey,535.0,nm16946396
Flea,535.0,nm8860414
Gene Tierney,535.0,nm0000074
Jake McDorman,535.0,nm1416330
Jeff Fahey,535.0,nm7613454
Portia Doubleday,534.0,nm0234668
Isaiah Washington,534.0,nm8711491
Jessica Simpson,534.0,nm5471354
Charles S. Dutton,534.0,nm0001165
Jessica Capshaw,533.0,nm0004800
Eoin Macken,533.0,nm2151126
Christa B. Allen,533.0,nm1568512
Jason Scott Lee,533.0,nm0001462
Karl E. Landler,533.0,
Paige Turco,533.0,nm0876958
Garrett Clayton,532.0,nm16576306
Saif Ali Khan,532.0,nm14679218
Peter Berg,532.0,nm8101972
Bruce Spence,531.0,nm2614568
Laura San Giacomo,531.0,nm0000624
Graham McTavish,531.0,nm0574615
Polly Walker,530.0,nm6401314
Miranda Richardson,530.0,nm6600168
Connor Paolo,530.0,nm1269733
Shawn Roberts,529.0,nm5557652
Kendrick Cross,529.0,nm1366703
Charlyne Yi,529.0,nm2304722
Merritt Wever,529.0,nm0923266
Kimberly Williams-Paisley,529.0,nm0931090
Heather Matarazzo,529.0,nm0000525
Fergie,529.0,nm7798965
Josie Loren,528.0,nm11131656
Jason George,528.0,nm8865583
Julie Gonzalo,528.0,nm1194672
Parminder Nagra,528.0,nm0619406
Alessandro Nivola,527.0,nm0005273
Bobb'e J. Thompson,526.0,nm1442928
Sophie Nélisse,526.0,nm4563869
Chris Owen,526.0,nm9221946
Barry Watson,526.0,nm5596925
Alice Englert,525.0,nm2129444
Anika Noni Rose,525.0,nm0741242
Rolando Molina,525.0,nm6745445
Mary Tyler Moore,524.0,nm0001546
Kara Hayward,524.0,nm4442319
Shawna Waldron,524.0,nm0907323
Mark Wingett,524.0,nm0935047
Gerald McRaney,523.0,nm0574468
Cem Yilmaz,523.0,nm9819578
Matt Jones,523.0,nm9201959
Michael Rady,523.0,nm1640279
Maurice LaMarche,523.0,nm14290741
Sandra Ellis Lafferty,523.0,nm0480808
Johnny Messner,522.0,nm11048770
Josh Zuckerman,522.0,nm8182964
Jacqueline Bisset,522.0,nm0000302
Angell Conwell,522.0,nm0176801
Jeff Garlin,522.0,nm0307531
Tika Sumpter,521.0,nm1754366
Kenan Thompson,521.0,nm0860380
Sydney Pollack,521.0,nm0001628
Tom Hulce,521.0,nm0001371
M. Emmet Walsh,521.0,nm0001826
Ludivine Sagnier,521.0,nm0756203
Brenda Bakke,520.0,nm0000283
Harmony Korine,520.0,nm0005101
Warren Christie,520.0,nm1406239
Derek Jacobi,520.0,nm0001394
Derek Mears,520.0,nm0575216
Tristan Mack Wilds,519.0,nm2080933
William Shockley,518.0,nm0794687
Hugh Bonneville,518.0,nm0095017
Nastassja Kinski,518.0,nm0000176
Randy Couture,518.0,nm1330276
Christine Lakin,518.0,nm0003115
Jenna Boyd,518.0,nm2777204
Samantha Mathis,517.0,nm11141841
Jean-Baptiste Maunier,517.0,nm1533863
Bin Won,517.0,
Janel Parrish,517.0,nm0663546
Nancy Allen,517.0,nm8452546
Jonathan Crombie,517.0,nm0188592
Karan Brar,517.0,nm3557613
Chloe Bridges,516.0,nm1821410
Fred MacMurray,516.0,nm0534045
Phil Hartman,516.0,nm5415866
Kari Wuhrer,514.0,nm0001863
James Doohan,513.0,nm0001150
Roseanne Barr,513.0,nm0001683
Larry Drake,513.0,nm0236952
Bolaji Badejo,513.0,nm0045993
MyAnna Buring,513.0,nm1769728
Brittany Curran,512.0,nm1589004
Sierra McCormick,512.0,nm9430861
Monica Keena,512.0,nm0444621
Clint Mansell,512.0,nm0543739
Willie Garson,512.0,nm0308606
Lee Armstrong,511.0,nm9608195
Christopher Atkins,511.0,nm8540543
Richard Cawthorne,511.0,nm1010852
Tim Daly,511.0,nm6338174
Gabriel Iglesias,511.0,nm8765784
John Kapelos,510.0,nm0438127
Richard Cabral,510.0,nm3450051
David Belle,510.0,nm3479578
Raza Jaffrey,509.0,nm1203005
Noah Taylor,509.0,nm8844325
Maura Tierney,509.0,nm0005491
Brandy Norwood,509.0,nm0005275
Elizabeth Debicki,509.0,nm4456120
Jessica Tandy,509.0,nm0001788
Amiah Miller,509.0,nm6403233
Tamara Tunie,508.0,nm0876645
Felicity Huffman,508.0,nm0005031
Richard Lawson,508.0,nm4496331
Johnny Walter,507.0,nm4114623
Tom Cullen,507.0,nm2779057
Joanne Whalley,507.0,nm12788484
Michael Irby,507.0,nm0409831
Antony Starr,506.0,nm1102278
Richard Schiff,506.0,nm0771493
John Saxon,506.0,nm10627591
Helena Mattsson,505.0,nm9247960
Sean Maher,505.0,nm5745715
William Katt,505.0,nm0001411
Bruce Davison,505.0,nm15668094
Rebecca Mader,505.0,nm1242950
Megan Follows,505.0,nm0001227
Dante Brown,505.0,nm4494015
Jason Behr,505.0,nm4307656
Dick Clark,504.0,nm14912673
Kenny Baker,504.0,nm8957203
Lauren London,503.0,nm1988575
Charles Napier,503.0,nm7374878
Cree Summer,503.0,nm0838588
Hattie McDaniel,503.0,nm0567408
Elizabeth Stenholt,503.0,nm4621173
Harland Williams,503.0,nm8666688
Adam Boyer,503.0,nm9861757
Kevin Nealon,503.0,nm0005265
Osama bin Laden,503.0,nm1136915
Ken Leung,502.0,nm6727036
Lily James,502.0,nm8136151
Jose Pablo Cantillo,502.0,nm1504678
Tracie Thoms,502.0,nm1139632
Lalaine,502.0,nm4753915
Mckenna Grace,502.0,nm5085683
Lisa Ann,502.0,nm9856810
Kristen Johnston,501.0,nm8763949
Timothy Hutton,501.0,nm11750072
Harvey Fierstein,500.0,nm0001213
Sabrina Carmichael,500.0,nm3112016
Charles Baker,500.0,nm6091835
Taran Killam,500.0,nm0453115
Sarah Wright,499.0,nm6107830
Dustin Milligan,499.0,nm1682420
Lindsay Price,499.0,nm0697010
James Brolin,499.0,nm0000981
Seregon O'Dassey,498.0,nm1662562
Alan Brent,498.0,nm2584297
Chrystale Wilson,498.0,nm0933188
Patrick Fischler,497.0,nm0279209
Annette Badland,497.0,nm0046183
Philip Baker Hall,497.0,nm0001311
Malik Yoba,496.0,nm0948272
Charlie McDermott,496.0,nm9289708
Mika Boorem,496.0,nm0095561
Courtney B. Vance,495.0,nm0005524
Deborah Kara Unger,495.0,nm0000679
Anthony Edwards,495.0,nm8803166
Zahn McClarnon,495.0,nm0565647
Kathryn Joosten,495.0,nm0429760
Greg Jackson,494.0,nm5730692
Travis Aaron Wade,493.0,nm1074160
Amy Schumer,492.0,nm2154960
John McGlothlin,492.0,nm8348131
Michael Paré,492.0,nm0001595
Tony Bonner,492.0,nm0094937
Frances Bay,491.0,nm0062844
Juan Fernández,491.0,nm5703521
Cas Anvar,491.0,nm0031679
Charice,491.0,nm6090854
Josh Hopkins,491.0,nm6041785
Rachel Blanchard,491.0,nm0004761
Jackie Gleason,491.0,nm0322298
Matt Walsh,490.0,nm6083532
Eliza Coupe,490.0,nm2255288
Jamie Kennedy,490.0,nm8076743
Riki Lindhome,490.0,nm1641251
Livvy Stubenrauch,490.0,nm5597831
David Niven,490.0,nm3720855
Simon Merrells,490.0,nm4422529
Sofia Vassilieva,489.0,nm1100839
Lexa Doig,489.0,nm0230693
Annabeth Gish,489.0,nm0001272
Dong-gun Jang,489.0,
Eddie Griffin,489.0,nm6433575
Kevin Chamberlin,489.0,nm0150255
Jessica Paré,489.0,nm0664175
Bree Turner,489.0,nm10300901
Joel Murray,488.0,nm9320245
George Coe,488.0,nm0168642
Patrick Kilpatrick,488.0,nm0453304
Jansen Panettiere,488.0,nm1429242
Donna Reed,488.0,nm6484123
William Hootkins,488.0,nm0393853
Deborah Twiss,488.0,nm0878597
Paz de la Huerta,488.0,nm0209289
Mike White,487.0,nm6157558
Charlie Bewley,487.0,nm3404934
Matt Cohen,487.0,nm8762513
Paulo Costanzo,486.0,nm0182455
Moritz Bleibtreu,486.0,nm0001953
LisaRaye McCoy,485.0,nm0513964
Jim O'Heir,485.0,nm0641389
Shawn Parsons,485.0,nm9189591
Shane Pollard,485.0,nm9301743
Kiowa Gordon,485.0,nm3377042
Xander Berkeley,485.0,nm0075359
Brian Doyle-Murray,484.0,nm0236519
Eddie Kaye Thomas,484.0,nm0858776
June Foray,484.0,nm0004931
Katie Leclerc,483.0,nm1813088
Andy Lau,483.0,nm8272687
Fionnula Flanagan,482.0,nm0001217
Jon Gries,482.0,nm6729564
Sarah Clarke,482.0,nm8787369
Leigh Whannell,482.0,nm1191481
Mare Winningham,482.0,nm0001858
Grace Gummer,481.0,nm3501146
Teri Garr,481.0,nm0000414
Robert Wagner,481.0,nm8774768
James Corden,480.0,nm11172928
Jerry Ferrara,480.0,nm1483196
Carroll O'Connor,480.0,nm0005279
Douglas Smith,480.0,nm5745685
Tyrone Power,480.0,nm0000061
Cynthia Nixon,479.0,nm13859394
Allison Miller,479.0,nm5157982
Dayo Okeniyi,478.0,nm3912883
Wei Zhao,478.0,nm5612492
Steve Irwin,477.0,nm6077776
Conrad Goode,477.0,nm0328806
Matthew Settle,477.0,nm2837180
Michaela McManus,476.0,nm2288842
Megalyn Echikunwoke,476.0,nm0248461
Jessica De Gouw,476.0,nm2681284
Cheryl Ladd,476.0,nm0001440
Olivia d'Abo,476.0,nm17138927
Bob Dylan,476.0,nm0001168
Ryan Cartwright,476.0,nm6863451
Tamara Taylor,476.0,nm6078494
Gina Bellman,476.0,nm0069109
Clarence Williams III,475.0,nm9269498
Patrick Muldoon,475.0,nm1008832
Harvey Weinstein,474.0,nm11514549
Lynn Cohen,474.0,nm8918543
Dick York,474.0,nm0948685
Ian Whyte,473.0,nm1931590
Paul Sheehan,473.0,nm8861838
Dallas Barnett,473.0,nm2069512
Cynthia Barrett,473.0,nm9935513
Lorraine Bracco,472.0,nm0000966
Callie Thorne,472.0,nm0861361
Norman Lloyd,472.0,nm5151743
Kevin Tighe,472.0,nm5182645
Luis Sanchez,472.0,nm8775039
Powers Boothe,472.0,nm0000959
Rumer Willis,472.0,nm0932454
Jim Gaffigan,472.0,nm0300712
John Simm,472.0,nm0799591
Kelly Carlson,472.0,nm5739508
Sammo Kam-Bo Hung,472.0,nm0005033
Jason Priestley,471.0,nm8413185
Amanda Plummer,471.0,nm7416621
Bill Irwin,471.0,nm9197402
Marshal Hilton,471.0,nm0385288
Marri Savinar,471.0,nm5399570
Alexandra Maria Lara,471.0,nm0487884
Elliott Gould,471.0,nm13561937
America Olivo,470.0,nm1760388
Jake Short,470.0,nm6441725
Daphne Zuniga,470.0,nm0001879
Joseph Cotten,469.0,nm0182940
Clifton Powell,469.0,nm5925350
Cheyenne Jackson,469.0,nm8233286
Bono,468.0,nm9459764
Ryan Corr,468.0,nm14859154
Rebecca Gayheart,468.0,nm0001261
Liam James,468.0,nm5540750
Robert Townsend,467.0,nm5753352
Ned Beatty,467.0,nm0000885
Thomas Horn,467.0,nm4856727
Sharon Leal,467.0,nm6631240
Christa Miller,467.0,nm7891070
Ingrid Bolsø Berdal,467.0,nm2070336
Kimberley Crossman,467.0,nm2522535
Hill Harper,466.0,nm15702170
Chi McBride,466.0,nm0564277
Jamie Foreman,466.0,nm11242179
Patrick McGoohan,466.0,nm0001526
Carrie Bradstreet,466.0,nm10820702
Kelly Lynch,466.0,nm5032389
Hector Echavarria,466.0,nm0248373
Lindsay Sloane,465.0,nm5051320
Roger Bart,465.0,nm0058372
John Enos III,465.0,nm0004897
Joseph Julian Soria,465.0,
Julianna Guill,465.0,nm1566474
Alex Russell,465.0,nm9013476
Vidya Balan,464.0,nm1799038
Matthew Knight,464.0,nm5480490
Ramon Rodriguez,464.0,nm5778576
Shea Whigham,463.0,nm0924154
Ben Schwartz,463.0,nm5197232
Yuliya Snigir,463.0,
Dash Mihok,463.0,nm0005231
Caleb Landry Jones,463.0,nm2655177
Cristián de la Fuente,462.0,nm0209246
Claudia Christian,462.0,nm0160004
Divine,462.0,nm9642607
Burt Kwouk,462.0,nm0477297
Tara Platt,461.0,nm1297428
Mike Tyson,461.0,nm5066214
Will Estes,461.0,nm0261678
Tim McGraw,461.0,nm0005210
Bob Gunton,461.0,nm0348409
James Deen,461.0,nm6938198
Bryan Callen,460.0,nm0130437
Jeff Marlow,460.0,nm9540156
Atom Egoyan,460.0,nm0000382
Sophie Okonedo,460.0,nm0645683
Bex Taylor-Klaus,460.0,nm4545813
Steve Bannos,460.0,nm9514804
Jere Burns,460.0,nm0122716
J.J. Cohen,459.0,nm0169454
Stephen Colbert,459.0,nm0170306
Owain Yeoman,459.0,nm1466859
Fred Ward,459.0,nm7714329
Antonio Sabato Jr.,459.0,nm0004645
Madison Davenport,459.0,nm1956478
Wendell Pierce,458.0,nm11981277
Holland Taylor,458.0,nm14845798
Collins Pennie,458.0,nm1574663
Gina Montana,458.0,nm2366843
Maureen McCormick,458.0,nm8593538
Jenny Slate,457.0,nm2809577
Lee Arenberg,457.0,nm0034305
JR Bourne,457.0,nm0100068
John Jarratt,457.0,nm17231469
Caroline Munro,456.0,nm0613098
Barry Bostwick,456.0,nm0000960
Edgar Arreola,455.0,nm4837225
Jennifer Butler,455.0,nm6862497
Phil Collins,455.0,nm9331342
Sam J. Jones,455.0,nm2023689
Chris Penn,455.0,nm7703473
T.J. Storm,454.0,nm0832622
Jillian Murray,454.0,nm16103140
Mario Cimarro,453.0,nm0162333
Jeremy Brett,453.0,nm6782861
George Lopez,453.0,nm9588025
Dexter Fletcher,452.0,nm6202279
Stephen Collins,452.0,nm8866133
Gary Weeks,452.0,nm6297266
Talia Shire,452.0,nm0001735
Wendie Malick,452.0,nm0005176
Obba Babatundé,451.0,nm0044762
Giancarlo Giannini,451.0,nm0316284
Ji-hyun Jun,451.0,nm6134065
Ashraf Barhom,451.0,nm1678557
Sal Mineo,450.0,nm0000543
John Larroquette,450.0,nm0488662
Marc Donato,450.0,nm0232278
CJ Adams,450.0,nm9141270
Brían F. O'Byrne,450.0,nm0639928
Scott Elrod,449.0,nm2040932
James Kyson,449.0,nm9235182
Charles Grodin,449.0,nm0001301
Heather Langenkamp,449.0,nm0000486
Michael Richards,448.0,nm9198939
Terry Kiser,448.0,nm9947810
Annabella Sciorra,448.0,nm0001711
Gedde Watanabe,448.0,nm0913797
Angus Macfadyen,448.0,nm15562835
Johnny Whitworth,448.0,nm0926615
Cécile De France,447.0,nm0208426
Matt Schulze,447.0,nm6959667
Yvette Nicole Brown,447.0,nm1304328
Noah Lomax,447.0,nm3470683
Vincent Regan,447.0,nm0716490
Kelli Williams,446.0,nm5621573
Nora Zehetner,446.0,nm0954253
Keisha Castle-Hughes,446.0,nm1095720
Max Adler,445.0,nm7554394
Ernie Reyes Jr.,445.0,nm0721205
Chad Lindberg,445.0,nm0511349
Kelly LeBrock,445.0,nm0001456
Li Jun Li,444.0,nm4050835
Lee Tergesen,444.0,nm0855564
Nia Peeples,444.0,nm0001604
David Hyde Pierce,443.0,nm0001383
Rupert Graves,443.0,nm0001291
James Tumminia,443.0,nm0876544
David Ogden Stiers,443.0,nm0001773
Mark Webber,442.0,nm8760479
Ilene Graff,442.0,nm0333778
Hope Davis,442.0,nm6217154
Paul Hogan,442.0,nm8749280
Tom Noonan,442.0,nm5025542
Constance Marie,442.0,nm1899273
Lil' Wayne,442.0,nm1211443
Elton John,442.0,nm0005056
Marc John Jefferies,441.0,nm0420384
Kevin Michael Richardson,441.0,nm17020414
Alan Dale,441.0,nm4243066
Anthony Daniels,441.0,nm8696627
Chelan Simmons,440.0,nm0799706
Peter Ustinov,440.0,nm0001811
Liv Ullmann,440.0,nm0880521
Eric McCormack,440.0,nm0005202
Alison Doody,440.0,nm0233145
Don S. Davis,440.0,nm0204493
Ayla Kell,440.0,nm0445477
Yeardley Smith,440.0,nm0810379
Robyn Lively,439.0,nm0001477
Patrick Wayne,439.0,nm4697967
Michael Landes,439.0,nm6492980
Jasika Nicole,439.0,nm1896248
Chelsea Handler,439.0,nm14544562
Jim Carter,439.0,nm9200710
Boyd Holbrook,439.0,nm2933542
Luke Mably,438.0,nm0531101
Sprague Grayden,438.0,nm0337042
Clarke Peters,437.0,nm0676370
Louis Lombardi,437.0,nm5863117
Steve Reevis,437.0,nm0716324
William Baldwin,436.0,nm9099824
Robin Sachs,436.0,nm0755179
Tim DeKay,436.0,nm14546607
Frank Whaley,436.0,nm6994722
Lillian Gish,436.0,nm12428131
Carel Struycken,436.0,nm0835393
Kevin Clash,436.0,nm0165159
Cedric the Entertainer,436.0,nm0147825
Greg Germann,435.0,nm3082658
Spencer Breslin,434.0,nm0107748
Cleavon Little,434.0,nm0001476
Chris Gauthier,434.0,nm4830002
Lynn Whitfield,434.0,nm0005551
Jorma Taccone,434.0,nm1672246
Christopher Nicholas Smith,434.0,nm2166469
Ben Youcef,434.0,nm1587775
Samm Levine,433.0,nm0505949
Marcia Wallace,433.0,nm0908761
Tanya Roberts,433.0,nm7401749
Misha Gabriel Hamilton,433.0,nm2298016
Tom Everett Scott,433.0,nm0779866
Jed Brophy,433.0,nm0112400
Lon Chaney Jr.,433.0,nm0001033
Jill Clayburgh,433.0,nm0001049
Jemima Kirke,433.0,nm3733434
Sally Kirkland,433.0,nm4592786
Amy Lucas,432.0,nm3985882
Dwight Schultz,432.0,nm0776239
DMX,432.0,nm0229422
Chris Parnell,432.0,nm6151446
Carmine Giovinazzo,432.0,nm8417735
Jemima West,432.0,nm0922136
Emmanuelle Riva,432.0,nm0728938
Blake Ritson,432.0,nm0728682
Ocean James,432.0,nm7337093
Hugh Dillon,431.0,nm16056080
Tessa Thompson,431.0,nm1935086
Matthew Emerick,431.0,nm5137229
Jean Harlow,431.0,nm8227150
Joel Paul Reisig,431.0,nm1655252
Linnea Quigley,431.0,nm0001643
Aramis Knight,430.0,nm2026536
Cody Linley,430.0,nm0512963
J.D. Evermore,430.0,
Gideon Emery,430.0,nm0256297
Danny Huston,430.0,nm12045485
Charlotte Rae,430.0,nm11012342
Ty Olsson,429.0,nm0648153
Skyler Samuels,429.0,nm1321094
Amrish Puri,429.0,nm13744281
Jeremy Howard,429.0,nm9195645
Armin Shimerman,428.0,nm0001734
David A Cole,428.0,nm4305826
Yayaying Rhatha Phongam,428.0,nm4457335
Mary McCormack,428.0,nm5698088
Peter Dante,427.0,nm0200601
Morgan Saylor,427.0,nm2838320
Dustin Ingram,427.0,nm7092555
June Lockhart,427.0,nm0001478
Leonor Varela,427.0,nm0889622
Neil Brown Jr.,427.0,nm0112932
Dylan Moran,427.0,nm2405839
Kevin McNally,427.0,nm4804261
Deborah Kerr,426.0,nm8677949
Alan Hale Jr.,426.0,nm2784514
Dylan Walsh,426.0,nm6907557
Diahann Carroll,426.0,nm0140792
Keith Richards,426.0,nm8457473
Clu Gulager,426.0,nm0347656
Louise Brooks,426.0,nm5494618
Denise Crosby,426.0,nm6196257
Sanjay Dutt,426.0,nm0004569
Louise Fletcher,425.0,nm5411653
Mackenzie Phillips,425.0,nm9988724
Oona Laurence,424.0,nm4802218
Garrett Morris,424.0,nm15440761
Glenn Howerton,424.0,nm1097351
Jim Rash,424.0,nm0711110
Amy Yasbeck,424.0,nm0001865
Fred Armisen,424.0,nm0035488
Salvator Xuereb,424.0,nm0944688
Zach McGowan,423.0,nm2090702
Joey Slotnick,423.0,nm0806217
Seth Gilliam,423.0,nm0319121
Woody Strode,423.0,nm0834754
Amy Ryan,423.0,nm5193331
Shelley Long,422.0,nm12615558
Tina Louise,422.0,nm8615936
Talulah Riley,422.0,nm10986734
Jean Simmons,422.0,nm0799789
Sandra Echeverría,422.0,nm1214700
Alan Ford,422.0,nm5163766
W. Earl Brown,422.0,nm0114868
Jay Chandrasekhar,422.0,nm0151540
Veronica Cartwright,422.0,nm0001021
Steven Van Zandt,422.0,nm0005523
Dalip Singh,421.0,nm9783655
Terry,421.0,nm6092411
Annabelle Wallis,421.0,nm1834115
Jamie Farr,421.0,nm0268026
G.W. Bailey,421.0,nm0047265
Robin Givens,420.0,nm0002101
Stephanie Leonidas,420.0,nm0503060
Jackie Cooper,420.0,nm9932784
Fred Rogers,419.0,nm7063275
Tod Fennell,419.0,nm0271915
Peter McNamara,419.0,nm5780032
Jill Hennessy,419.0,nm0005007
Victoria Leigh,419.0,nm7317850
Omar Benson Miller,418.0,nm0589077
Brendan Coyle,418.0,nm5639113
Lorraine Stanley,418.0,nm1041607
Mae West,418.0,nm9578617
